,xmin,ymin,xmax,ymax
2907,7500,1500,17100,11100
2908,3900,6600,13500,16200
2909,5400,300,15000,9900
2910,8400,9000,18000,18600
2911,7800,4800,17400,14400
2912,900,3600,10500,13200
2913,4800,8700,14400,18300
2914,4200,9600,13800,19200
2915,2400,2700,12000,12300
2916,5700,6900,15300,16500
2917,1500,7500,11100,17100
2918,5100,6600,14700,16200
2919,7200,900,16800,10500
2920,2400,1800,12000,11400
2921,600,6900,10200,16500
2922,8400,7200,18000,16800
2923,8100,2400,17700,12000
2924,1500,6900,11100,16500
2925,4500,5100,14100,14700
2926,1800,1800,11400,11400
2927,2700,900,12300,10500
2928,7800,5100,17400,14700
2929,1500,6600,11100,16200
2930,5400,3900,15000,13500
2931,7200,600,16800,10200
2932,7200,300,16800,9900
2933,600,300,10200,9900
2934,4200,7200,13800,16800
2935,3900,8100,13500,17700
2936,5100,5700,14700,15300
2937,0,2100,9600,11700
2938,8700,5700,18300,15300
2939,1500,8100,11100,17700
2940,4500,3600,14100,13200
2941,900,3000,10500,12600
2942,9000,3000,18600,12600
2943,4500,1800,14100,11400
2944,1800,5700,11400,15300
2945,2100,8700,11700,18300
2946,5400,9300,15000,18900
2947,7800,9300,17400,18900
2948,8400,6900,18000,16500
2949,5700,1200,15300,10800
2950,5700,8100,15300,17700
2951,2400,9600,12000,19200
2952,3300,8400,12900,18000
2953,4200,2400,13800,12000
2954,4500,1800,14100,11400
2955,3300,4800,12900,14400
2956,6900,5700,16500,15300
2957,1800,6600,11400,16200
2958,1200,3300,10800,12900
2959,3000,6300,12600,15900
2960,900,8700,10500,18300
2961,9000,5700,18600,15300
2962,1500,9300,11100,18900
2963,0,0,9600,9600
2964,8100,300,17700,9900
2965,900,2100,10500,11700
2966,9300,300,18900,9900
2967,2700,600,12300,10200
2968,2400,6300,12000,15900
2969,2700,7200,12300,16800
2970,1800,5400,11400,15000
2971,3300,8100,12900,17700
2972,6000,2100,15600,11700
2973,2700,7800,12300,17400
2974,5100,8700,14700,18300
2975,8400,3900,18000,13500
2976,3000,1200,12600,10800
2977,5400,7800,15000,17400
2978,7500,1500,17100,11100
2979,2400,300,12000,9900
2980,300,8100,9900,17700
2981,6000,0,15600,9600
2982,2700,0,12300,9600
2983,3600,9600,13200,19200
2984,7200,9000,16800,18600
2985,4800,600,14400,10200
2986,1800,1800,11400,11400
2987,2400,7800,12000,17400
2988,3900,3000,13500,12600
2989,5700,6000,15300,15600
2990,5400,4200,15000,13800
2991,5700,3900,15300,13500
2992,4200,1800,13800,11400
2993,5100,5100,14700,14700
2994,1800,5100,11400,14700
2995,1800,8700,11400,18300
2996,2700,5100,12300,14700
2997,8700,1800,18300,11400
2998,6300,4800,15900,14400
2999,8700,4500,18300,14100
3000,7800,2700,17400,12300
3001,1500,1800,11100,11400
3002,6900,9300,16500,18900
3003,7500,1200,17100,10800
3004,5400,0,15000,9600
3005,9600,8700,19200,18300
3006,1200,8700,10800,18300
3007,600,1500,10200,11100
3008,1200,0,10800,9600
3009,0,4200,9600,13800
3010,300,8100,9900,17700
3011,600,8700,10200,18300
3012,3600,5400,13200,15000
3013,7200,6900,16800,16500
3014,2400,3600,12000,13200
3015,3300,5400,12900,15000
3016,3300,6000,12900,15600
3017,1200,4200,10800,13800
3018,6000,4200,15600,13800
3019,2400,5700,12000,15300
3020,600,0,10200,9600
3021,8700,2700,18300,12300
3022,4500,0,14100,9600
3023,8400,7200,18000,16800
3024,1800,8700,11400,18300
3025,8100,7800,17700,17400
3026,4800,2400,14400,12000
3027,5400,4500,15000,14100
3028,6000,3300,15600,12900
3029,0,6000,9600,15600
3030,9300,300,18900,9900
3031,9000,2700,18600,12300
3032,300,4500,9900,14100
3033,3300,1200,12900,10800
3034,1200,7200,10800,16800
3035,9300,4500,18900,14100
3036,2400,6900,12000,16500
3037,9000,9000,18600,18600
3038,6000,5700,15600,15300
3039,5100,4200,14700,13800
3040,2700,3000,12300,12600
3041,7200,2100,16800,11700
3042,9600,1800,19200,11400
3043,1800,7500,11400,17100
3044,9300,8400,18900,18000
3045,7500,7500,17100,17100
3046,8100,8700,17700,18300
3047,3900,300,13500,9900
3048,8400,0,18000,9600
3049,9600,1800,19200,11400
3050,5100,1200,14700,10800
3051,6300,4200,15900,13800
3052,900,6300,10500,15900
3053,8700,8700,18300,18300
3054,1800,7200,11400,16800
3055,9000,2400,18600,12000
3056,1500,600,11100,10200
3057,3000,9000,12600,18600
3058,5100,1500,14700,11100
3059,1500,0,11100,9600
3060,0,9300,9600,18900
3061,9300,1500,18900,11100
3062,5700,1500,15300,11100
3063,7800,3600,17400,13200
3064,3300,7200,12900,16800
3065,8100,1500,17700,11100
3066,3300,4800,12900,14400
3067,6300,9000,15900,18600
3068,8400,2700,18000,12300
3069,3900,3300,13500,12900
3070,9600,7500,19200,17100
3071,3300,4500,12900,14100
3072,9000,6900,18600,16500
3073,2400,1500,12000,11100
3074,3900,1800,13500,11400
3075,8100,9300,17700,18900
3076,0,6000,9600,15600
3077,4800,2700,14400,12300
3078,7500,8100,17100,17700
3079,1800,2400,11400,12000
3080,0,8100,9600,17700
3081,6900,1800,16500,11400
3082,7800,2400,17400,12000
3083,5700,4200,15300,13800
3084,9600,3600,19200,13200
3085,1200,5100,10800,14700
3086,3600,4200,13200,13800
3087,3900,2400,13500,12000
3088,4200,3000,13800,12600
3089,7800,8400,17400,18000
3090,300,2700,9900,12300
3091,9600,6900,19200,16500
3092,8700,9300,18300,18900
3093,8400,6300,18000,15900
3094,0,9300,9600,18900
3095,4500,2400,14100,12000
3096,1200,6900,10800,16500
3097,5700,1500,15300,11100
3098,3000,900,12600,10500
3099,4800,8700,14400,18300
3100,900,4200,10500,13800
3101,5400,5700,15000,15300
3102,3000,0,12600,9600
3103,5400,6900,15000,16500
3104,4800,2400,14400,12000
3105,4800,1200,14400,10800
3106,9000,8100,18600,17700
3107,4800,9600,14400,19200
3108,9300,6300,18900,15900
3109,5400,9000,15000,18600
3110,4200,1200,13800,10800
3111,2400,8100,12000,17700
3112,2100,2400,11700,12000
3113,3900,8400,13500,18000
3114,6600,8400,16200,18000
3115,1800,8700,11400,18300
3116,900,3900,10500,13500
3117,9600,6300,19200,15900
3118,8100,3300,17700,12900
3119,4500,6600,14100,16200
3120,900,9000,10500,18600
3121,9000,3900,18600,13500
3122,2700,6000,12300,15600
3123,8700,900,18300,10500
3124,3600,4200,13200,13800
3125,5400,3000,15000,12600
3126,1800,8400,11400,18000
3127,600,6300,10200,15900
3128,4800,3600,14400,13200
3129,2700,3000,12300,12600
3130,3600,4800,13200,14400
3131,5400,5400,15000,15000
3132,9000,8400,18600,18000
3133,9600,2100,19200,11700
3134,3000,6300,12600,15900
3135,7800,9300,17400,18900
3136,1800,300,11400,9900
3137,900,7800,10500,17400
3138,3300,5700,12900,15300
3139,7200,8100,16800,17700
3140,2400,3900,12000,13500
3141,9000,5400,18600,15000
3142,5700,5700,15300,15300
3143,9600,0,19200,9600
3144,9300,6600,18900,16200
3145,7500,9300,17100,18900
3146,1200,8100,10800,17700
3147,3600,5700,13200,15300
3148,3600,4800,13200,14400
3149,4200,6300,13800,15900
3150,8400,3600,18000,13200
3151,4500,3000,14100,12600
3152,4800,2700,14400,12300
3153,600,7500,10200,17100
3154,300,3600,9900,13200
3155,2100,600,11700,10200
3156,7500,1200,17100,10800
3157,2400,7500,12000,17100
3158,8400,2400,18000,12000
3159,3300,600,12900,10200
3160,8700,3000,18300,12600
3161,7500,8400,17100,18000
3162,9600,7800,19200,17400
3163,2400,4800,12000,14400
3164,1500,0,11100,9600
3165,7800,1500,17400,11100
3166,5700,3900,15300,13500
3167,7500,3300,17100,12900
3168,600,3600,10200,13200
3169,8700,900,18300,10500
3170,8100,4200,17700,13800
3171,9300,5100,18900,14700
3172,8100,4500,17700,14100
3173,6600,3000,16200,12600
3174,0,3900,9600,13500
3175,3000,2400,12600,12000
3176,2700,1200,12300,10800
3177,3000,9000,12600,18600
3178,9600,300,19200,9900
3179,8700,4200,18300,13800
3180,3000,4800,12600,14400
3181,1200,8100,10800,17700
3182,1800,8400,11400,18000
3183,9000,8400,18600,18000
3184,4800,7500,14400,17100
3185,4200,7800,13800,17400
3186,2100,1800,11700,11400
3187,1500,4800,11100,14400
3188,0,6000,9600,15600
3189,2400,7500,12000,17100
3190,3300,1200,12900,10800
3191,1200,9300,10800,18900
3192,6000,9600,15600,19200
3193,2400,4200,12000,13800
3194,7500,6900,17100,16500
3195,6000,3300,15600,12900
3196,7500,2100,17100,11700
3197,300,300,9900,9900
3198,3000,2700,12600,12300
3199,9000,5700,18600,15300
3200,5400,3000,15000,12600
3201,4500,7200,14100,16800
3202,8700,3600,18300,13200
3203,2100,3900,11700,13500
3204,8700,8400,18300,18000
3205,1800,4800,11400,14400
3206,600,1800,10200,11400
3207,900,9300,10500,18900
3208,0,5400,9600,15000
3209,3000,3600,12600,13200
3210,2100,9000,11700,18600
3211,3000,0,12600,9600
3212,3600,6300,13200,15900
3213,300,600,9900,10200
3214,9000,900,18600,10500
3215,8700,3900,18300,13500
3216,8100,8400,17700,18000
3217,0,4500,9600,14100
3218,9300,4500,18900,14100
3219,600,8400,10200,18000
3220,8700,7500,18300,17100
3221,5700,3600,15300,13200
3222,9600,600,19200,10200
3223,7500,600,17100,10200
3224,4800,300,14400,9900
3225,7500,6900,17100,16500
3226,7800,300,17400,9900
3227,9000,900,18600,10500
3228,8700,5700,18300,15300
3229,8700,6300,18300,15900
3230,9600,6900,19200,16500
3231,7800,8700,17400,18300
3232,3300,4200,12900,13800
3233,9300,300,18900,9900
3234,600,600,10200,10200
3235,1500,9300,11100,18900
3236,8100,2100,17700,11700
3237,9600,3900,19200,13500
3238,900,2400,10500,12000
3239,8100,9300,17700,18900
3240,5100,3900,14700,13500
3241,0,5700,9600,15300
3242,4500,3900,14100,13500
3243,8700,600,18300,10200
3244,1200,8100,10800,17700
3245,5700,8400,15300,18000
3246,3300,9600,12900,19200
3247,6900,9300,16500,18900
3248,8400,2100,18000,11700
3249,8700,8700,18300,18300
3250,2400,2400,12000,12000
3251,1800,600,11400,10200
3252,3300,7200,12900,16800
3253,1500,9600,11100,19200
3254,5400,9300,15000,18900
3255,7500,0,17100,9600
3256,4500,7500,14100,17100
3257,2700,7800,12300,17400
3258,3900,2400,13500,12000
3259,600,6600,10200,16200
3260,2700,9300,12300,18900
3261,1800,9000,11400,18600
3262,1500,6600,11100,16200
3263,4500,3600,14100,13200
3264,7800,9300,17400,18900
3265,9300,600,18900,10200
3266,3300,2700,12900,12300
3267,9600,0,19200,9600
3268,7800,3900,17400,13500
3269,9600,4500,19200,14100
3270,3300,8400,12900,18000
3271,6000,8400,15600,18000
3272,6600,8100,16200,17700
3273,5100,8700,14700,18300
3274,8400,7500,18000,17100
3275,5400,0,15000,9600
3276,6600,300,16200,9900
3277,1800,3300,11400,12900
3278,9600,3900,19200,13500
3279,7800,4800,17400,14400
3280,3300,2700,12900,12300
3281,900,2700,10500,12300
3282,1800,7200,11400,16800
3283,4200,7500,13800,17100
3284,6900,3600,16500,13200
3285,6600,5700,16200,15300
3286,6300,6000,15900,15600
3287,3900,6600,13500,16200
3288,9600,9300,19200,18900
3289,5100,8100,14700,17700
3290,8700,9300,18300,18900
3291,3900,0,13500,9600
3292,300,4200,9900,13800
3293,2100,300,11700,9900
3294,3900,8100,13500,17700
3295,2700,4200,12300,13800
3296,2700,8700,12300,18300
3297,8100,4500,17700,14100
3298,3300,8700,12900,18300
3299,1200,300,10800,9900
3300,3600,7200,13200,16800
3301,8400,6000,18000,15600
3302,0,9000,9600,18600
3303,7500,2400,17100,12000
3304,6000,300,15600,9900
3305,4800,2400,14400,12000
3306,9000,4200,18600,13800
3307,900,5700,10500,15300
3308,8400,2100,18000,11700
3309,9600,2700,19200,12300
3310,2400,6300,12000,15900
3311,9600,2100,19200,11700
3312,2400,9000,12000,18600
3313,7800,5400,17400,15000
3314,5100,300,14700,9900
3315,8700,9300,18300,18900
3316,1500,2400,11100,12000
3317,8400,2100,18000,11700
3318,3300,300,12900,9900
3319,7200,4200,16800,13800
3320,600,3900,10200,13500
3321,8400,3900,18000,13500
3322,5400,8700,15000,18300
3323,9300,6900,18900,16500
3324,6000,2700,15600,12300
3325,900,1200,10500,10800
3326,6900,2100,16500,11700
3327,9300,6000,18900,15600
3328,3600,300,13200,9900
3329,2100,3000,11700,12600
3330,6000,8100,15600,17700
3331,3600,8700,13200,18300
3332,8700,600,18300,10200
3333,8100,6300,17700,15900
3334,2700,7200,12300,16800
3335,6900,9300,16500,18900
3336,6300,5700,15900,15300
3337,1500,6300,11100,15900
3338,3300,7800,12900,17400
3339,9300,1800,18900,11400
3340,6300,7800,15900,17400
3341,900,9600,10500,19200
3342,1800,900,11400,10500
3343,900,4500,10500,14100
3344,4800,4800,14400,14400
3345,9300,0,18900,9600
3346,3000,600,12600,10200
3347,5100,1800,14700,11400
3348,4800,900,14400,10500
3349,8700,4500,18300,14100
3350,8100,9000,17700,18600
3351,5400,7500,15000,17100
3352,3900,8700,13500,18300
3353,4800,2700,14400,12300
3354,1500,8700,11100,18300
3355,9300,2400,18900,12000
3356,9600,1500,19200,11100
3357,300,6000,9900,15600
3358,8400,4500,18000,14100
3359,9300,8700,18900,18300
3360,6900,9600,16500,19200
3361,900,2400,10500,12000
3362,9300,9600,18900,19200
3363,7800,7500,17400,17100
3364,6600,5700,16200,15300
3365,2100,5100,11700,14700
3366,9300,7800,18900,17400
3367,3900,6000,13500,15600
3368,1500,2100,11100,11700
3369,6300,3000,15900,12600
3370,3300,300,12900,9900
3371,6900,4500,16500,14100
3372,9300,4200,18900,13800
3373,8400,9300,18000,18900
3374,8100,2400,17700,12000
3375,0,5400,9600,15000
3376,3900,900,13500,10500
3377,6000,5400,15600,15000
3378,300,3900,9900,13500
3379,2100,5100,11700,14700
3380,300,7200,9900,16800
3381,5400,8700,15000,18300
3382,6300,5100,15900,14700
3383,4200,3900,13800,13500
3384,2100,1500,11700,11100
3385,6900,4200,16500,13800
3386,0,7200,9600,16800
3387,6900,7800,16500,17400
3388,3000,2100,12600,11700
3389,8400,300,18000,9900
3390,9000,6900,18600,16500
3391,6300,3600,15900,13200
3392,7800,9600,17400,19200
3393,5400,5700,15000,15300
3394,8100,3300,17700,12900
3395,2700,3600,12300,13200
3396,8700,7800,18300,17400
3397,6600,9000,16200,18600
3398,4500,6000,14100,15600
3399,2700,300,12300,9900
3400,2100,3000,11700,12600
3401,1800,1200,11400,10800
3402,6000,0,15600,9600
3403,6300,3600,15900,13200
3404,2100,4800,11700,14400
3405,3000,7500,12600,17100
3406,1800,9600,11400,19200
3407,3300,5700,12900,15300
3408,3300,7200,12900,16800
3409,4200,600,13800,10200
3410,0,3300,9600,12900
3411,5700,9300,15300,18900
3412,1800,2100,11400,11700
3413,0,3900,9600,13500
3414,1200,8700,10800,18300
3415,4200,7200,13800,16800
3416,8400,7500,18000,17100
3417,9000,9300,18600,18900
3418,4200,5700,13800,15300
3419,6300,6000,15900,15600
3420,900,4200,10500,13800
3421,8400,6300,18000,15900
3422,300,9300,9900,18900
3423,7800,9600,17400,19200
3424,8100,3900,17700,13500
3425,4200,2100,13800,11700
3426,9600,6900,19200,16500
3427,9600,6900,19200,16500
3428,4800,7800,14400,17400
3429,5100,0,14700,9600
3430,8100,6900,17700,16500
3431,8100,7800,17700,17400
3432,6000,2100,15600,11700
3433,3900,5700,13500,15300
3434,3600,5700,13200,15300
3435,6000,5400,15600,15000
3436,1200,8400,10800,18000
3437,5700,7800,15300,17400
3438,0,2400,9600,12000
3439,3000,300,12600,9900
3440,6900,1500,16500,11100
3441,3900,5700,13500,15300
3442,7200,300,16800,9900
3443,1200,4500,10800,14100
3444,5700,6600,15300,16200
3445,5400,2700,15000,12300
3446,8700,7500,18300,17100
3447,4500,8100,14100,17700
3448,9600,1200,19200,10800
3449,7800,7200,17400,16800
3450,0,6900,9600,16500
3451,9000,7800,18600,17400
3452,6000,6900,15600,16500
3453,6900,4500,16500,14100
3454,4800,7800,14400,17400
3455,2100,4500,11700,14100
3456,6600,3600,16200,13200
3457,9600,8100,19200,17700
3458,3300,300,12900,9900
3459,9600,900,19200,10500
3460,3600,6600,13200,16200
3461,7800,4200,17400,13800
3462,1200,3600,10800,13200
3463,2100,0,11700,9600
3464,5700,7200,15300,16800
3465,300,3900,9900,13500
3466,7200,2100,16800,11700
3467,1200,2400,10800,12000
3468,5100,3300,14700,12900
3469,5700,7200,15300,16800
3470,4500,3600,14100,13200
3471,4200,7200,13800,16800
3472,900,9300,10500,18900
3473,7500,2400,17100,12000
3474,4800,3300,14400,12900
3475,3300,9000,12900,18600
3476,5100,4800,14700,14400
3477,8400,7500,18000,17100
3478,5700,9300,15300,18900
3479,4800,5700,14400,15300
3480,0,3900,9600,13500
3481,2100,4800,11700,14400
3482,3600,2700,13200,12300
3483,9000,6300,18600,15900
3484,6600,2400,16200,12000
3485,3900,900,13500,10500
3486,9000,1800,18600,11400
3487,1800,8400,11400,18000
3488,4800,5400,14400,15000
3489,0,2700,9600,12300
3490,6000,5700,15600,15300
3491,9600,7200,19200,16800
3492,4800,5100,14400,14700
3493,7200,2100,16800,11700
3494,8400,9600,18000,19200
3495,3900,300,13500,9900
3496,1800,6600,11400,16200
3497,6900,1500,16500,11100
3498,0,6000,9600,15600
3499,7200,2400,16800,12000
3500,1200,7500,10800,17100
3501,6000,1500,15600,11100
3502,7200,8100,16800,17700
3503,3000,9000,12600,18600
3504,7800,1200,17400,10800
3505,9300,6600,18900,16200
3506,7500,8700,17100,18300
3507,6900,7800,16500,17400
3508,4200,7500,13800,17100
3509,1200,600,10800,10200
3510,1500,5400,11100,15000
3511,9000,4200,18600,13800
3512,6600,1500,16200,11100
3513,3900,9600,13500,19200
3514,1200,8400,10800,18000
3515,5100,8100,14700,17700
3516,1500,8400,11100,18000
3517,8700,7500,18300,17100
3518,8100,6300,17700,15900
3519,5700,600,15300,10200
3520,7500,1800,17100,11400
3521,0,5700,9600,15300
3522,8100,6300,17700,15900
3523,1200,6000,10800,15600
3524,5700,3000,15300,12600
3525,9000,2700,18600,12300
3526,3900,2100,13500,11700
3527,2700,1800,12300,11400
3528,7500,9600,17100,19200
3529,2100,9000,11700,18600
3530,5700,5700,15300,15300
3531,7500,2700,17100,12300
3532,5100,4500,14700,14100
3533,4800,4200,14400,13800
3534,6600,4500,16200,14100
3535,3600,3000,13200,12600
3536,1200,4500,10800,14100
3537,6900,3000,16500,12600
3538,1500,2100,11100,11700
3539,4500,2400,14100,12000
3540,4200,6600,13800,16200
3541,9600,3600,19200,13200
3542,3000,1800,12600,11400
3543,2700,6900,12300,16500
3544,9000,1500,18600,11100
3545,7200,4800,16800,14400
3546,0,2400,9600,12000
3547,6900,4800,16500,14400
3548,8700,9600,18300,19200
3549,8700,7800,18300,17400
3550,9300,6600,18900,16200
3551,7500,600,17100,10200
3552,3600,8100,13200,17700
3553,2100,7500,11700,17100
3554,900,1800,10500,11400
3555,1200,6300,10800,15900
3556,7800,900,17400,10500
3557,4200,3300,13800,12900
3558,6900,3600,16500,13200
3559,1500,0,11100,9600
3560,9000,3600,18600,13200
3561,3000,5100,12600,14700
3562,4200,8100,13800,17700
3563,6300,3000,15900,12600
3564,900,1800,10500,11400
3565,0,4800,9600,14400
3566,5400,6300,15000,15900
3567,7200,9000,16800,18600
3568,7800,2400,17400,12000
3569,4200,7500,13800,17100
3570,3900,8400,13500,18000
3571,4200,6300,13800,15900
3572,900,8400,10500,18000
3573,5100,4800,14700,14400
3574,5700,2700,15300,12300
3575,5100,3600,14700,13200
3576,3900,1800,13500,11400
3577,7500,8700,17100,18300
3578,1200,9000,10800,18600
3579,1200,600,10800,10200
3580,8700,7200,18300,16800
3581,8700,4200,18300,13800
3582,9300,9300,18900,18900
3583,2400,8400,12000,18000
3584,1500,5700,11100,15300
3585,6300,0,15900,9600
3586,6600,2700,16200,12300
3587,6900,7800,16500,17400
3588,4200,5400,13800,15000
3589,9600,1200,19200,10800
3590,2100,9000,11700,18600
3591,7800,2700,17400,12300
3592,9000,9300,18600,18900
3593,2100,4200,11700,13800
3594,6300,2400,15900,12000
3595,3300,5400,12900,15000
3596,900,8700,10500,18300
3597,6900,8400,16500,18000
3598,300,9000,9900,18600
3599,5100,1800,14700,11400
3600,3300,0,12900,9600
3601,9000,4800,18600,14400
3602,5400,1800,15000,11400
3603,4500,8400,14100,18000
3604,9000,2700,18600,12300
3605,1500,9000,11100,18600
3606,5700,8100,15300,17700
3607,6600,8700,16200,18300
3608,5400,8700,15000,18300
3609,4500,2700,14100,12300
3610,1800,8700,11400,18300
3611,7800,300,17400,9900
3612,5400,600,15000,10200
3613,9000,9300,18600,18900
3614,2700,5100,12300,14700
3615,3000,4200,12600,13800
3616,4500,5100,14100,14700
3617,600,600,10200,10200
3618,9300,8100,18900,17700
3619,900,0,10500,9600
3620,3600,6000,13200,15600
3621,6900,7200,16500,16800
3622,9300,4200,18900,13800
3623,600,4200,10200,13800
3624,1200,9000,10800,18600
3625,3000,8700,12600,18300
3626,1200,600,10800,10200
3627,7800,300,17400,9900
3628,8100,8700,17700,18300
3629,2100,9300,11700,18900
3630,6900,4200,16500,13800
3631,2100,8400,11700,18000
3632,7800,9000,17400,18600
3633,900,4800,10500,14400
3634,1200,3600,10800,13200
3635,4500,7200,14100,16800
3636,8100,4200,17700,13800
3637,4800,2100,14400,11700
3638,1800,7200,11400,16800
3639,4800,300,14400,9900
3640,3300,2100,12900,11700
3641,6000,8700,15600,18300
3642,3300,300,12900,9900
3643,4800,8700,14400,18300
3644,6600,1200,16200,10800
3645,9300,9300,18900,18900
3646,3900,1500,13500,11100
3647,3900,9300,13500,18900
3648,8400,3000,18000,12600
3649,4800,1500,14400,11100
3650,4800,3900,14400,13500
3651,6600,4800,16200,14400
3652,3900,9300,13500,18900
3653,5400,6900,15000,16500
3654,1200,8100,10800,17700
3655,2100,8700,11700,18300
3656,4500,3600,14100,13200
3657,600,7200,10200,16800
3658,6000,7500,15600,17100
3659,9300,0,18900,9600
3660,600,7500,10200,17100
3661,7800,6900,17400,16500
3662,9600,7800,19200,17400
3663,5100,900,14700,10500
3664,3600,8400,13200,18000
3665,0,9600,9600,19200
3666,7800,6600,17400,16200
3667,6600,1500,16200,11100
3668,2400,9300,12000,18900
3669,300,3000,9900,12600
3670,5700,5700,15300,15300
3671,7500,5100,17100,14700
3672,600,2700,10200,12300
3673,6000,8700,15600,18300
3674,3600,7200,13200,16800
3675,3600,8400,13200,18000
3676,5400,6900,15000,16500
3677,8700,4800,18300,14400
3678,4200,4800,13800,14400
3679,300,8700,9900,18300
3680,2700,6000,12300,15600
3681,300,8400,9900,18000
3682,8100,1200,17700,10800
3683,0,1200,9600,10800
3684,5400,8700,15000,18300
3685,7800,9600,17400,19200
3686,1800,900,11400,10500
3687,3900,2700,13500,12300
3688,4800,3300,14400,12900
3689,7800,6000,17400,15600
3690,900,9300,10500,18900
3691,7800,9600,17400,19200
3692,1200,8700,10800,18300
3693,0,6600,9600,16200
3694,6900,5400,16500,15000
3695,3600,3300,13200,12900
3696,4500,3000,14100,12600
3697,3000,2100,12600,11700
3698,5100,7500,14700,17100
3699,5400,6000,15000,15600
3700,5100,7200,14700,16800
3701,1800,9600,11400,19200
3702,7200,2700,16800,12300
3703,4800,2100,14400,11700
3704,6900,600,16500,10200
3705,9000,3000,18600,12600
3706,6300,6900,15900,16500
3707,4500,4800,14100,14400
3708,900,5100,10500,14700
3709,0,3000,9600,12600
3710,8100,2400,17700,12000
3711,5400,8700,15000,18300
3712,5100,1500,14700,11100
3713,1500,2100,11100,11700
3714,600,600,10200,10200
3715,3000,6900,12600,16500
3716,5100,7200,14700,16800
3717,1800,9600,11400,19200
3718,4800,3600,14400,13200
3719,5700,9300,15300,18900
3720,9000,6600,18600,16200
3721,7200,8100,16800,17700
3722,3900,6900,13500,16500
3723,7200,7200,16800,16800
3724,1800,0,11400,9600
3725,7200,4500,16800,14100
3726,7800,5700,17400,15300
3727,9300,4500,18900,14100
3728,6600,8700,16200,18300
3729,6300,9600,15900,19200
3730,600,7800,10200,17400
3731,7200,7500,16800,17100
3732,5400,7800,15000,17400
3733,6900,600,16500,10200
3734,0,3900,9600,13500
3735,7200,8400,16800,18000
3736,8100,6300,17700,15900
3737,300,2700,9900,12300
3738,5400,6000,15000,15600
3739,8100,6900,17700,16500
3740,9300,3900,18900,13500
3741,8700,2400,18300,12000
3742,5700,8700,15300,18300
3743,1800,9300,11400,18900
3744,600,4500,10200,14100
3745,8700,6900,18300,16500
3746,2100,6600,11700,16200
3747,1500,8700,11100,18300
3748,8100,3600,17700,13200
3749,4200,600,13800,10200
3750,1500,9600,11100,19200
3751,900,6000,10500,15600
3752,5700,2100,15300,11700
3753,900,5700,10500,15300
3754,9000,2100,18600,11700
3755,8100,9000,17700,18600
3756,3600,0,13200,9600
3757,3000,6600,12600,16200
3758,7500,0,17100,9600
3759,900,3000,10500,12600
3760,9300,6000,18900,15600
3761,9600,7800,19200,17400
3762,8700,4800,18300,14400
3763,600,6000,10200,15600
3764,300,300,9900,9900
3765,8100,7800,17700,17400
3766,8400,3600,18000,13200
3767,3900,600,13500,10200
3768,5700,300,15300,9900
3769,3300,2700,12900,12300
3770,6600,8100,16200,17700
3771,6600,2700,16200,12300
3772,3600,7500,13200,17100
3773,8700,8700,18300,18300
3774,600,4800,10200,14400
3775,2100,7200,11700,16800
3776,900,0,10500,9600
3777,2400,6000,12000,15600
3778,6000,8400,15600,18000
3779,6900,5400,16500,15000
3780,7200,1500,16800,11100
3781,3600,3900,13200,13500
3782,3900,3900,13500,13500
3783,6600,1800,16200,11400
3784,6300,1500,15900,11100
3785,1800,8700,11400,18300
3786,300,3000,9900,12600
3787,5400,6600,15000,16200
3788,7800,1500,17400,11100
3789,5100,9300,14700,18900
3790,8700,5100,18300,14700
3791,7200,3000,16800,12600
3792,300,2400,9900,12000
3793,2100,5700,11700,15300
3794,0,0,9600,9600
3795,3600,3300,13200,12900
3796,3000,900,12600,10500
3797,6300,3300,15900,12900
3798,8400,5400,18000,15000
3799,5400,300,15000,9900
3800,4500,6000,14100,15600
3801,3300,4500,12900,14100
3802,7200,5700,16800,15300
3803,300,3300,9900,12900
3804,6000,2100,15600,11700
3805,3600,9300,13200,18900
3806,8400,7500,18000,17100
3807,3300,1800,12900,11400
3808,4500,4500,14100,14100
3809,6600,5100,16200,14700
3810,1500,7800,11100,17400
3811,5700,7500,15300,17100
3812,8400,1800,18000,11400
3813,4200,0,13800,9600
3814,6000,900,15600,10500
3815,3300,5700,12900,15300
3816,1800,5700,11400,15300
3817,5100,3300,14700,12900
3818,6600,0,16200,9600
3819,8400,6600,18000,16200
3820,6900,2100,16500,11700
3821,1200,1500,10800,11100
3822,6000,0,15600,9600
3823,600,4200,10200,13800
3824,5100,4200,14700,13800
3825,900,6000,10500,15600
3826,4200,4500,13800,14100
3827,8400,7200,18000,16800
3828,7800,2100,17400,11700
3829,7200,5700,16800,15300
3830,4800,1200,14400,10800
3831,4800,6300,14400,15900
3832,3000,1500,12600,11100
3833,3000,5100,12600,14700
3834,6600,2100,16200,11700
3835,7800,8400,17400,18000
3836,8100,5400,17700,15000
3837,300,300,9900,9900
3838,8100,2400,17700,12000
3839,0,8100,9600,17700
3840,6600,7500,16200,17100
3841,1500,4800,11100,14400
3842,9600,9600,19200,19200
3843,9000,3000,18600,12600
3844,6000,0,15600,9600
3845,6000,5700,15600,15300
3846,6600,9300,16200,18900
3847,7500,7200,17100,16800
3848,900,1800,10500,11400
3849,8700,6000,18300,15600
3850,6600,1200,16200,10800
3851,3900,300,13500,9900
3852,9000,8700,18600,18300
3853,6600,4200,16200,13800
